offerId,name,now,cardStatus
LZ-5wxmmp-4386949796,,75,HAS_CARD_CAN_UPDATE
LZ-o5ajbj-5110638746,,75,HAS_CARD_CAN_UPDATE
LZ-qtsoul-4738816474,,79,HAS_CARD_CAN_UPDATE
LZ01-3490120309,,67,HAS_CARD_CAN_UPDATE
manl6heay52s1juj3mow,,78,HAS_CARD_CAN_UPDATE_ERRORS
manlmst3xzxjyvwtrwtj,,78,HAS_CARD_CAN_UPDATE_ERRORS
SF2608248fhz-3032389096,,79,HAS_CARD_CAN_UPDATE_ERRORS
WUYIN-CHENG,,70,HAS_CARD_CAN_UPDATE_ERRORS
WUYIN-FEN,,73,HAS_CARD_CAN_UPDATE_ERRORS
WUYIN-HUANG,,78,HAS_CARD_CAN_UPDATE_ERRORS
WUYIN-HUI,,78,HAS_CARD_CAN_UPDATE_ERRORS
WUYIN-QING,,73,HAS_CARD_CAN_UPDATE
WUYIN-SHENLAN,,57,HAS_CARD_CAN_UPDATE_ERRORS
WUYIN-SHENLV,,68,HAS_CARD_CAN_UPDATE_ERRORS
WUYIN-ZHONG,,73,HAS_CARD_CAN_UPDATE_ERRORS
3077126256-VcEW,,73,HAS_CARD_CAN_UPDATE
3170066140-FR1M,,62,HAS_CARD_CAN_UPDATE
3811599594-rpJK,,74,HAS_CARD_CAN_UPDATE
GM01-4285665290,,77,HAS_CARD_CAN_UPDATE_ERRORS
GYS-2645129103,,68,HAS_CARD_CAN_UPDATE
GYS-8jlgyl-5128539532,,72,HAS_CARD_CAN_UPDATE
GYS-pun1uz-4423652933,,70,HAS_CARD_CAN_UPDATE
GYS-vhijp3-4374950913,,76,HAS_CARD_CAN_UPDATE
jz-1dahrv-3965431701,,67,HAS_CARD_CAN_UPDATE
jz-260622urze-4717121614,,70,HAS_CARD_CAN_UPDATE_ERRORS
jz-260803cn42-5219378835,,75,HAS_CARD_CAN_UPDATE_ERRORS
jz-260803cn42-5219379241,,75,HAS_CARD_CAN_UPDATE_ERRORS
jz-260816bapr-2138465258,,74,HAS_CARD_CAN_UPDATE
jz-260818uib8-5437511142,,76,HAS_CARD_CAN_UPDATE_ERRORS
jz-43c4a1-3852712423,,79,HAS_CARD_CAN_UPDATE
jz-43c4a1-4528326193,,50,HAS_CARD_CAN_UPDATE
jz-93mo1m-5022517535,,79,HAS_CARD_CAN_UPDATE
LZ-00mkoz-2371766204,,50,HAS_CARD_CAN_UPDATE_PROCESSING
LZ-00mkoz-3506737282,,50,HAS_CARD_CAN_UPDATE_PROCESSING
LZ01-3294539199,,59,HAS_CARD_CAN_UPDATE
manl73d0b888uk031ty7,,79,HAS_CARD_CAN_UPDATE
manl79ls0t21gv3jujpb,,76,HAS_CARD_CAN_UPDATE
YCXP-l342yy-2371766204,,50,HAS_CARD_CAN_UPDATE_PROCESSING
YCXP-l342yy-3506737282,,50,HAS_CARD_CAN_UPDATE_PROCESSING
zm-ahhnb4-5272186384,,72,HAS_CARD_CAN_UPDATE
3021260148-7hmv,,72,HAS_CARD_CAN_UPDATE
B20260512-002-0002N,,75,HAS_CARD_CAN_UPDATE
GYS-8jlgyl-3541358371,,74,HAS_CARD_CAN_UPDATE
GYS-fq6f2z-4424388728,,51,HAS_CARD_CAN_UPDATE_PROCESSING
GYS-pun1uz-4511783237,,77,HAS_CARD_CAN_UPDATE
GYS2608211lve-5509560114,,76,HAS_CARD_CAN_UPDATE
GYS2608211lve-5509560591,,74,HAS_CARD_CAN_UPDATE
jz-1dahrv-4516270651,,68,HAS_CARD_CAN_UPDATE
jz-260624fwg3-4736592704,,61,HAS_CARD_CAN_UPDATE
jz-2607113a6c-1609026433,,70,HAS_CARD_CAN_UPDATE
jz-260803cn42-5219379347,,66,HAS_CARD_CAN_UPDATE_ERRORS
jz-260803cn42-5219379351,,66,HAS_CARD_CAN_UPDATE_ERRORS
jz-33hanu-3372277031,,74,HAS_CARD_CAN_UPDATE
jz-63ha0a-2990555919,,51,HAS_CARD_CAN_UPDATE_PROCESSING
jz-79kd0n-3004488665,,70,HAS_CARD_CAN_UPDATE_ERRORS
jz-79kd0n-4196840636,,74,HAS_CARD_CAN_UPDATE_ERRORS
jz-79kd0n-4197089246,,70,HAS_CARD_CAN_UPDATE
jz-mn9jc2-4882873805,,69,HAS_CARD_CAN_UPDATE
jz-tar3ab-4272365909,,70,HAS_CARD_CAN_UPDATE_ERRORS
LZ-00mkoz-3119072834,,51,HAS_CARD_CAN_UPDATE_PROCESSING
LZ-o5ajbj-5091961052,,70,HAS_CARD_CAN_UPDATE
LZ01-3447837791,,79,HAS_CARD_CAN_UPDATE
SF2608248fhz-3732513153,,67,HAS_CARD_CAN_UPDATE_ERRORS
2723486462-UQQw,,73,HAS_CARD_CAN_UPDATE
GYS-8jlgyl-3212276089,,65,HAS_CARD_CAN_UPDATE
GYS-8jlgyl-4376827725,,73,HAS_CARD_CAN_UPDATE
GYS-pun1uz-4074674320,,71,HAS_CARD_CAN_UPDATE
GYS-pun1uz-4306713357,,69,HAS_CARD_CAN_UPDATE
GYS-vhijp3-5421463300,,72,HAS_CARD_CAN_UPDATE_ERRORS
GYS-vhijp3-5421464633,,73,HAS_CARD_CAN_UPDATE_ERRORS
jz-2nf96y-4482693329,,75,HAS_CARD_CAN_UPDATE
jz-43c4a1-4931110117,,75,HAS_CARD_CAN_UPDATE
jz-74no4j-2204203437,,76,HAS_CARD_CAN_UPDATE
LZ01-3389215885,,73,HAS_CARD_CAN_UPDATE
ZS260824s0qp-1263028260,,68,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-1263029450,,68,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-150657930,,68,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-150661085,,73,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-467047676,,68,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-694013935,,68,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-721384160,,68,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-721386460,,68,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-880699554,,68,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-880702163,,68,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-880702188,,68,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-880703038,,68,HAS_CARD_CAN_UPDATE_ERRORS
ZS260824s0qp-888010580,,68,HAS_CARD_CAN_UPDATE_ERRORS
FSJRXS,,65,HAS_CARD_CAN_UPDATE
GYS-3213591896,,70,HAS_CARD_CAN_UPDATE
GYS-8jlgyl-3717224047,,78,HAS_CARD_CAN_UPDATE
GYS-pun1uz-4967181406,,77,HAS_CARD_CAN_UPDATE
GYS-vhijp3-5663131645,,73,HAS_CARD_CAN_UPDATE
GYS-vhijp3-5663132680,,73,HAS_CARD_CAN_UPDATE
GYS-vhijp3-5663132696,,73,HAS_CARD_CAN_UPDATE
jz-260622urze-4717237412,,69,HAS_CARD_CAN_UPDATE
jz-260731nl7w-5251886196,,73,HAS_CARD_CAN_UPDATE
jz-2nf96y-4899023703,,73,HAS_CARD_CAN_UPDATE
jz-43c4a1-4662496540,,79,HAS_CARD_CAN_UPDATE
jz-63ha0a-1679789712,,53,HAS_CARD_CAN_UPDATE_PROCESSING
jz-63ha0a-3584245681,,53,HAS_CARD_CAN_UPDATE_PROCESSING
jz-79kd0n-4399293625,,72,HAS_CARD_CAN_UPDATE_ERRORS
jz-93mo1m-4988434908,,76,HAS_CARD_CAN_UPDATE
jz-bl4yse-4518490693,,70,HAS_CARD_CAN_UPDATE
LZ-00mkoz-4641654640,,63,HAS_CARD_CAN_UPDATE
LZ-o5ajbj-4312820670,,73,HAS_CARD_CAN_UPDATE
LZ-o5ajbj-4591702348,,68,HAS_CARD_CAN_UPDATE
YCXP-l342yy-4641654640,,66,HAS_CARD_CAN_UPDATE
ZS--3633762195,,73,HAS_CARD_CAN_UPDATE
3205286289-viAd,,67,HAS_CARD_CAN_UPDATE
3318853039-4OEF,,74,HAS_CARD_CAN_UPDATE_ERRORS
GYS-pun1uz-4344802040,,77,HAS_CARD_CAN_UPDATE
GYS-vhijp3-5635717893,,72,HAS_CARD_CAN_UPDATE_ERRORS
GYS-vhijp3-5635718105,,73,HAS_CARD_CAN_UPDATE_ERRORS
GYS-vhijp3-5635718536,,62,HAS_CARD_CAN_UPDATE_ERRORS
jz-43c4a1-4255080725,,71,HAS_CARD_CAN_UPDATE
jz-7cosa9-4019637814,,77,HAS_CARD_CAN_UPDATE
jz-bl4yse-4433465632,,79,HAS_CARD_CAN_UPDATE
jz-mn9jc2-2022869918,,74,HAS_CARD_CAN_UPDATE
jz-mn9jc2-3000101816,,63,HAS_CARD_CAN_UPDATE
jz-tar3ab-4377355583,,76,HAS_CARD_CAN_UPDATE
LZ01-3633183206-2,,74,HAS_CARD_CAN_UPDATE_ERRORS
YCXP-l342yy-5017983729,,54,HAS_CARD_CAN_UPDATE_PROCESSING
jz-79kd0n-2205624646,,74,HAS_CARD_CAN_UPDATE_ERRORS
jz-uly3uk-4376822949,,76,HAS_CARD_CAN_UPDATE
LZ-00mkoz-2451736745,,55,HAS_CARD_CAN_UPDATE_PROCESSING
SF2608248fhz-3980560078,,75,HAS_CARD_CAN_UPDATE_ERRORS
XIAOMIGUAJIAN,,77,HAS_CARD_CAN_UPDATE_ERRORS
XIAOMIGUAJIAN-3,,77,HAS_CARD_CAN_UPDATE_ERRORS
YCXP-l342yy-2451736745,,55,HAS_CARD_CAN_UPDATE_PROCESSING
1968961961-Kqjy,,74,HAS_CARD_CAN_UPDATE
GM01-4285665290-KAFEI,,72,HAS_CARD_CAN_UPDATE
GM01-4355142826-LV,,74,HAS_CARD_CAN_UPDATE_ERRORS
